CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Category
460962,Male,Yes,61,Yes,Manager,9,High,4,Category 6
460963,Female,No,27,Yes,Artist,1,Low,3,Category 6
460975,Male,Yes,79,,Lawyer,0,High,2,Category 6
460976,Male,No,19,No,Nursing,1,Low,4,Category 6
460977,Male,Yes,42,Yes,Manager,0,High,3,Category 4
460979,Male,Yes,76,No,Lawyer,1,Low,1,Category 6
460981,Female,Yes,41,No,Marketing,1,Average,2,Category 6
460989,Male,No,19,No,Nursing,1,Low,3,Category 1
460991,Female,No,28,Yes,Nursing,1,Low,3,Category 7
460993,Male,Yes,56,Yes,Artist,0,Average,4,Category 6
460999,Male,No,28,Yes,Engineer,0,Low,3,Category 3
461000,Male,Yes,60,No,Marketing,1,High,2,Category 3
461001,Female,No,55,Yes,Artist,0,Low,,Category 3
461016,Male,No,25,No,Nursing,5,Low,5,Category 3
461022,Male,Yes,71,Yes,Artist,1,Low,1,Category 3
461023,Male,Yes,65,No,Lawyer,,High,2,Category 3
461024,Male,Yes,74,Yes,Lawyer,1,Low,1,Category 6
461028,Female,No,20,No,Nursing,5,Low,4,Category 4
461034,Female,No,20,No,Marketing,3,Low,6,Category 3
461037,Male,Yes,40,Yes,Nursing,,High,5,Category 3
461038,Female,Yes,46,Yes,Engineer,0,High,5,Category 3
461041,Female,Yes,65,No,Lawyer,1,High,7,Category 3
461042,Male,No,21,No,Nursing,0,Low,,Category 4
461043,Male,Yes,50,No,Nursing,1,Low,7,Category 4
461044,Male,No,18,No,Nursing,0,Low,5,Category 4
461053,Male,Yes,39,No,Manager,,High,4,Category 3
461059,Female,Yes,52,No,Lawyer,1,High,2,Category 6
461060,Male,Yes,56,Yes,Manager,0,High,5,Category 6
461065,Male,Yes,55,Yes,Manager,,Low,6,Category 3
461071,Male,Yes,42,No,Engineer,1,Average,5,Category 3
461078,Female,No,33,No,Homemaker,0,Low,6,Category 3
461082,Male,No,19,No,Nursing,8,Low,4,Category 1
461085,Female,No,27,No,Engineer,1,Low,1,Category 3
461093,Female,Yes,38,Yes,Artist,1,Average,4,Category 3
461099,Female,No,38,No,Artist,1,Low,4,Category 3
461114,Male,Yes,53,Yes,Artist,1,Average,4,Category 3
461116,Male,Yes,33,No,Manager,4,High,4,Category 3
461118,Female,No,30,Yes,Nursing,7,Low,,Category 3
461119,Female,No,22,No,Nursing,6,Low,3,Category 3
461124,Male,No,21,No,Nursing,1,Low,8,Category 4
461127,Male,No,20,No,Nursing,1,Low,5,Category 4
461128,Male,No,19,No,Nursing,7,Low,3,Category 6
461131,Male,Yes,67,Yes,Artist,1,High,,Category 6
461152,Female,No,30,No,Homemaker,8,Low,,Category 3
461154,Male,No,23,No,Homemaker,1,Low,4,Category 3
461162,Female,No,37,No,Marketing,8,Low,3,Category 3
461168,Female,Yes,26,No,Engineer,7,Average,2,Category 3
461174,Female,No,23,No,Marketing,,Low,4,Category 3
461177,Male,Yes,41,No,Manager,8,Average,4,Category 1
461179,Female,Yes,25,No,Engineer,3,Low,3,Category 3
461181,Male,No,19,No,Nursing,,Low,4,Category 3
461183,Male,No,36,No,Manager,0,Low,5,Category 3
461187,Male,No,29,No,Nursing,9,Low,4,Category 3
461197,Male,No,26,No,Marketing,1,Low,1,Category 3
461198,Female,No,78,Yes,Lawyer,,Low,1,Category 6
461201,Female,No,55,Yes,Artist,,Low,1,Category 6
461205,Male,No,26,Yes,Nursing,,Low,3,Category 2
461214,Male,No,29,No,Nursing,0,Low,4,Category 6
461215,Female,No,36,Yes,Artist,10,Low,1,Category 6
461218,Male,Yes,27,No,Manager,1,Low,6,Category 6
461220,Female,No,29,No,Manager,8,Low,3,Category 6
461221,Female,No,25,No,Marketing,1,Low,4,Category 6
461225,Female,No,30,No,Marketing,10,Low,6,Category 6
461230,Female,No,21,No,Manager,0,Low,,Category 3
461232,Female,Yes,41,Yes,Manager,,High,,Category 3
461236,Female,No,28,Yes,Nursing,9,Low,1,Category 6
461241,Male,Yes,31,Yes,Nursing,7,Low,2,Category 6
461242,Male,Yes,45,Yes,Nursing,0,Low,2,Category 6
461243,Male,Yes,47,Yes,Marketing,0,Low,5,Category 6
461248,Female,No,39,No,Nursing,0,Low,1,Category 6
461251,Female,No,47,Yes,Marketing,1,Low,,Category 6
461257,Male,Yes,37,Yes,Engineer,1,Average,2,Category 4
461258,Female,Yes,62,Yes,Artist,1,Average,3,Category 4
461262,Female,No,29,No,Engineer,0,Low,7,Category 4
461263,Female,Yes,51,Yes,Artist,0,Low,1,Category 4
461265,Male,No,30,No,Marketing,1,Low,6,Category 4
461274,Female,Yes,87,Yes,Lawyer,,High,2,Category 6
461276,Male,Yes,68,Yes,Marketing,0,Low,2,Category 7
461277,Male,Yes,84,Yes,Lawyer,5,Low,1,Category 6
461281,Male,No,22,No,Nursing,2,Low,9,Category 2
461289,Male,No,21,No,Nursing,1,Low,3,Category 6
461292,Female,Yes,89,No,Lawyer,,High,2,Category 3
461297,Male,Yes,73,No,Lawyer,0,High,2,Category 6
461299,Female,Yes,75,Yes,Lawyer,0,High,2,Category 6
461308,Male,No,22,No,Nursing,1,Low,2,Category 6
461309,Female,No,22,No,Nursing,0,Low,4,Category 6
461313,Male,Yes,63,Yes,Artist,0,Average,,Category 6
461314,Male,Yes,46,Yes,Artist,1,Average,3,Category 6
461319,Male,Yes,58,No,Artist,0,Average,2,Category 6
461320,Female,No,41,Yes,Artist,1,Low,3,Category 6
461322,Male,Yes,42,Yes,Artist,0,Average,2,Category 6
461323,Female,Yes,43,Yes,Nursing,6,Average,2,Category 6
461324,Female,No,49,Yes,Artist,3,Low,1,Category 6
461326,Female,No,40,Yes,Artist,0,Low,1,Category 6
461335,Male,Yes,53,No,Manager,8,High,2,Category 6
461340,Male,Yes,36,Yes,Artist,4,Average,2,Category 7
461346,Male,Yes,50,Yes,Artist,8,Low,2,Category 6
461348,Male,Yes,42,Yes,Nursing,1,Low,1,Category 6
461350,Male,No,30,No,Nursing,0,Low,4,Category 2
461352,Male,No,29,No,Nursing,2,Low,5,Category 2
461357,Male,No,27,Yes,Nursing,1,Low,4,Category 6
461363,Male,No,49,Yes,Artist,0,Low,1,Category 6
461366,Male,No,32,Yes,Nursing,1,Low,1,Category 6
461377,Female,Yes,63,Yes,Artist,,Low,1,Category 6
461378,Female,No,42,Yes,Artist,8,Low,1,Category 6
461379,Male,No,31,Yes,Nursing,1,Low,,Category 5
461383,Male,Yes,71,Yes,Artist,0,High,2,Category 6
461388,Male,No,20,No,Nursing,,Low,5,Category 2
461397,Male,No,22,No,Nursing,1,Low,4,Category 6
461408,Male,Yes,47,Yes,Marketing,0,Low,3,Category 6
461421,Male,Yes,43,Yes,Artist,,Average,3,Category 6
461423,Male,No,32,Yes,Artist,1,Low,3,Category 4
461426,Male,Yes,47,Yes,Artist,7,Average,2,Category 6
461428,Male,No,46,Yes,Artist,0,Low,1,Category 6
461432,Female,Yes,41,Yes,Artist,1,Average,2,Category 6
461439,Male,Yes,40,Yes,Artist,0,Average,2,Category 6
461441,Male,Yes,60,Yes,Artist,0,Average,4,Category 6
461442,Male,Yes,46,Yes,Artist,0,Average,6,Category 2
461454,Female,Yes,36,Yes,Artist,6,High,4,Category 7
461456,Female,No,38,No,Marketing,0,Low,1,Category 6
461458,Female,No,41,Yes,Artist,5,Low,1,Category 6
461462,Male,Yes,56,Yes,Marketing,0,Low,3,Category 6
461465,Male,Yes,31,Yes,Artist,8,Average,2,Category 6
461466,Male,Yes,45,No,Artist,0,Low,2,Category 7
461469,Male,Yes,37,Yes,Artist,0,Low,2,Category 6
461476,Male,Yes,47,Yes,Artist,1,Average,4,Category 2
461479,Female,Yes,52,Yes,Artist,1,Average,3,Category 6
461480,Female,Yes,57,Yes,Artist,1,High,3,Category 6
461482,Female,No,50,Yes,Artist,9,Low,1,Category 6
461494,Male,Yes,27,No,Engineer,0,Average,2,Category 6
461501,Female,Yes,45,Yes,Engineer,1,High,3,Category 6
461503,Female,No,30,Yes,Artist,8,Low,2,Category 6
461510,Male,Yes,45,Yes,Artist,0,Low,2,Category 6
461514,Male,No,30,No,Nursing,1,Low,4,Category 6
461518,Female,Yes,45,Yes,Artist,1,Average,4,Category 3
461521,Male,Yes,67,Yes,Artist,0,High,2,Category 6
461522,Male,Yes,76,No,Manager,1,High,2,Category 6
461530,Male,Yes,38,Yes,Engineer,0,Low,2,Category 6
461534,Male,Yes,36,Yes,Artist,0,Low,1,Category 6
461546,Female,Yes,69,No,Lawyer,0,Low,3,Category 6
461548,Female,No,33,Yes,Engineer,0,Low,3,Category 6
461553,Male,No,38,Yes,Artist,1,Low,3,Category 7
461556,Female,Yes,48,Yes,Engineer,1,Average,2,Category 6
461558,Male,Yes,51,Yes,Engineer,2,Average,2,Category 6
461564,Male,Yes,56,Yes,Manager,1,High,2,Category 6
461570,Male,Yes,57,Yes,Artist,0,Average,3,Category 6
461574,Female,Yes,49,Yes,Artist,1,Average,3,Category 6
461587,Male,No,30,Yes,Nursing,0,Low,3,Category 6
461602,Female,No,30,Yes,Artist,0,Low,,Category 6
461612,Female,No,31,Yes,Nursing,8,Low,5,Category 6
461617,Male,No,50,Yes,Artist,0,Low,2,Category 6
461619,Male,Yes,52,Yes,Manager,,High,3,Category 6
461624,Female,Yes,39,Yes,Artist,0,Average,,Category 2
461626,Male,Yes,73,Yes,Manager,0,High,2,Category 6
461630,Male,Yes,46,Yes,Artist,0,Average,3,Category 6
461637,Male,Yes,50,Yes,Artist,0,Low,2,Category 7
461644,Male,No,30,No,Nursing,0,Low,6,Category 6
461655,Female,Yes,39,Yes,Homemaker,9,Average,2,Category 6
461658,Female,Yes,59,Yes,Artist,1,Average,2,Category 5
461659,Female,Yes,51,Yes,Artist,0,Average,2,Category 6
461661,Female,Yes,40,Yes,Artist,5,Average,2,Category 2
461663,Male,No,23,No,Nursing,1,Low,3,Category 6
461668,Male,Yes,53,Yes,Artist,4,Average,4,Category 2
461671,Male,No,32,No,Nursing,7,Low,5,Category 6
461674,Male,Yes,52,Yes,Manager,0,High,4,Category 6
461676,Female,No,31,Yes,Engineer,0,Low,1,Category 6
461679,Male,No,30,Yes,Nursing,3,Low,4,Category 6
461681,Male,No,25,Yes,Nursing,8,Low,3,Category 7
461683,Male,Yes,40,Yes,Manager,1,High,4,Category 6
461685,Female,No,27,Yes,Nursing,4,Low,4,Category 6
461686,Male,Yes,61,Yes,Artist,0,Low,2,Category 6
461690,Female,No,33,Yes,Engineer,1,Low,1,Category 4
461695,Female,Yes,48,Yes,Artist,2,Average,2,Category 6
461698,Female,Yes,73,Yes,Artist,0,High,2,Category 6
461701,Male,Yes,36,No,Artist,0,Average,2,Category 5
461705,Female,No,32,No,Nursing,0,Low,4,Category 6
461708,Male,Yes,82,No,Lawyer,0,High,2,Category 6
461709,Male,No,28,Yes,Artist,1,Low,3,Category 4
461711,Female,No,42,Yes,Artist,8,Low,3,Category 2
461716,Female,Yes,60,Yes,Lawyer,6,High,9,Category 6
461720,Female,No,46,Yes,Artist,1,Low,1,Category 4
461724,Female,Yes,50,Yes,Artist,1,Low,1,Category 7
461725,Female,No,30,Yes,Engineer,3,Low,1,Category 4
461727,Female,No,49,Yes,Artist,1,Low,3,Category 6
461744,Male,Yes,53,Yes,Artist,0,Average,4,Category 6
461747,Male,Yes,65,Yes,Artist,0,High,2,Category 6
461749,Female,No,22,No,Nursing,0,Low,5,Category 6
461756,Female,Yes,39,Yes,Engineer,0,Average,2,Category 4
461760,Male,Yes,84,Yes,Artist,0,High,2,Category 6
461769,Male,No,37,Yes,Artist,0,Low,1,Category 6
461775,Female,Yes,82,No,Lawyer,0,High,2,Category 6
461778,Female,Yes,87,Yes,Lawyer,0,High,2,Category 6
461780,Female,No,69,Yes,Lawyer,1,Low,5,Category 6
461782,Female,Yes,51,Yes,Artist,,High,5,Category 6
461784,Female,Yes,74,Yes,Lawyer,1,Low,1,Category 6
461788,Female,Yes,79,Yes,Lawyer,1,High,2,Category 6
461791,Female,No,21,No,Lawyer,9,Low,1,Category 6
461792,Female,No,20,No,Nursing,5,Low,5,Category 2
461801,Female,No,25,No,Nursing,1,Low,3,Category 6
461802,Male,No,43,Yes,Artist,0,Low,4,Category 6
461804,Female,No,42,Yes,Artist,1,Low,1,Category 6
461815,Male,Yes,59,Yes,Artist,0,Low,1,Category 3
461816,Female,No,49,Yes,Marketing,0,Low,5,Category 6
461822,Male,Yes,36,Yes,Artist,8,High,2,Category 6
461824,Male,Yes,45,Yes,Marketing,9,Low,3,Category 6
461832,Male,No,29,Yes,Nursing,,Low,3,Category 6
461837,Male,Yes,37,Yes,Artist,0,Low,2,Category 6
461846,Female,No,65,Yes,Artist,0,Low,2,Category 2
461848,Male,No,39,No,Marketing,1,Low,2,Category 6
461859,Female,Yes,49,No,Artist,5,Low,5,Category 6
461860,Female,Yes,77,Yes,Lawyer,1,High,2,Category 6
461862,Female,No,38,Yes,Artist,9,Low,1,Category 6
461864,Male,No,19,Yes,Marketing,0,Low,6,Category 4
461872,Female,Yes,76,Yes,Lawyer,1,High,2,Category 6
461892,Female,No,42,Yes,Nursing,0,Low,1,Category 2
461896,Male,Yes,45,Yes,Artist,1,Low,1,Category 6
461898,Male,Yes,63,Yes,Manager,6,High,3,Category 6
461901,Male,No,26,Yes,Artist,7,Low,4,Category 6
461910,Male,Yes,31,Yes,Artist,,Average,2,Category 2
461914,Female,Yes,60,Yes,Artist,7,Low,,Category 6
461921,Female,No,36,Yes,Artist,0,Low,1,Category 6
461927,Male,No,32,No,Nursing,1,Low,4,Category 2
461928,Male,Yes,68,Yes,Lawyer,,Low,1,
461930,Female,No,42,Yes,Artist,0,Low,1,Category 4
461931,Female,No,18,No,Nursing,6,Low,5,
461936,Male,Yes,69,No,Lawyer,0,High,2,Category 6
461941,Female,Yes,70,Yes,Artist,1,Low,1,Category 6
461943,Male,No,25,Yes,Nursing,1,Low,3,Category 6
461963,Female,No,40,Yes,Artist,9,Low,1,Category 6
461965,Male,No,23,No,Nursing,1,Low,6,Category 6
461967,Female,No,20,No,Marketing,3,Low,4,Category 7
461978,Female,No,19,No,Nursing,0,Low,4,Category 6
461988,Male,Yes,40,No,Engineer,1,Average,2,Category 6
461989,Female,,60,Yes,Engineer,1,Average,4,Category 2
461993,Male,No,33,No,Nursing,3,Low,4,Category 6
461996,Female,No,35,No,Artist,7,Low,4,Category 6
462007,Female,Yes,42,Yes,Artist,1,Average,2,Category 6
462011,Male,Yes,30,No,Marketing,0,Low,4,Category 4
462013,Female,Yes,56,Yes,Manager,0,Average,2,Category 6
462016,Female,Yes,38,Yes,Artist,6,Average,2,Category 6
462027,Male,No,36,No,Engineer,0,Low,1,Category 6
462038,Male,No,28,Yes,Artist,4,Low,4,Category 6
462043,Male,No,32,No,Nursing,0,Low,5,Category 6
462044,Female,No,52,Yes,Artist,4,Low,1,Category 6
462048,Female,No,23,No,Nursing,0,Low,4,Category 6
462051,Male,No,23,No,Nursing,,Low,5,Category 4
462052,Male,Yes,50,Yes,Artist,0,Low,2,Category 6
462053,Male,Yes,26,Yes,Artist,,Low,2,Category 6
462060,Female,Yes,53,Yes,Artist,1,Average,2,Category 6
462064,Male,Yes,63,Yes,Artist,0,Average,3,Category 7
462068,Male,Yes,62,Yes,Manager,0,High,3,Category 6
462075,Female,No,38,Yes,Artist,1,Low,1,Category 6
462078,Female,Yes,57,No,Artist,1,Average,2,Category 2
462080,Female,No,43,Yes,Artist,9,Low,1,Category 6
462081,Male,No,21,No,Marketing,1,Low,3,Category 4
462083,Male,No,22,No,Nursing,0,Low,5,Category 6
462084,Male,Yes,68,Yes,Artist,1,Low,1,Category 6
462085,Female,No,28,Yes,Nursing,0,Low,1,Category 6
462088,Male,Yes,33,Yes,Artist,0,Average,2,Category 6
462090,Female,No,38,Yes,Artist,8,Low,1,Category 6
462091,Male,No,23,No,Nursing,0,Low,5,Category 4
462094,Female,No,41,Yes,Nursing,,Low,1,Category 6
462096,Female,No,41,Yes,Homemaker,,Low,1,Category 4
462108,Female,Yes,33,Yes,Homemaker,,Average,2,Category 6
462109,Male,Yes,79,No,Lawyer,0,Low,1,Category 6
462111,Male,Yes,38,Yes,Artist,6,Average,4,Category 6
462114,Male,No,21,No,Nursing,1,Low,4,Category 6
462118,Male,No,31,Yes,Artist,0,Low,3,Category 6
462120,Male,Yes,46,No,Artist,1,Low,3,Category 3
462128,Male,Yes,35,Yes,Artist,9,Average,2,Category 6
462131,Female,No,42,Yes,Artist,8,Low,3,Category 2
462134,Male,Yes,87,No,Lawyer,0,Low,1,
462141,Female,No,38,Yes,Artist,8,Low,1,Category 6
462149,Female,Yes,88,No,Lawyer,2,High,1,Category 6
462151,Female,No,42,Yes,Artist,9,Low,1,Category 6
462163,Female,Yes,26,Yes,Artist,4,Average,2,Category 3
462168,Male,Yes,35,Yes,Manager,0,High,3,Category 6
462171,Female,Yes,41,No,Engineer,3,High,2,Category 6
462174,Female,Yes,41,Yes,Engineer,8,Average,4,Category 4
462177,Male,No,35,,Artist,6,Low,5,Category 2
462179,Female,No,33,Yes,Marketing,0,Low,9,Category 7
462180,Female,Yes,61,Yes,Engineer,2,Average,4,Category 2
462187,Female,No,50,Yes,Artist,4,Low,1,Category 6
462188,Female,Yes,48,No,Engineer,0,Average,4,Category 4
462196,Male,Yes,57,No,Marketing,1,Average,3,Category 4
462197,Female,Yes,72,No,Engineer,1,Average,3,Category 4
462198,Female,No,39,No,Engineer,4,Low,,Category 3
462203,Male,Yes,65,No,Manager,2,High,7,Category 4
462204,Female,No,22,No,Marketing,0,Low,3,Category 4
462205,Female,No,23,No,Nursing,0,Low,4,Category 4
462209,Female,Yes,41,No,Artist,0,Low,1,Category 4
462210,Female,Yes,42,Yes,Engineer,0,Low,3,Category 4
462211,Male,No,18,No,Nursing,0,Low,3,Category 4
462218,Male,Yes,50,No,Manager,1,Average,5,Category 4
462220,Female,No,19,No,Nursing,6,Low,3,Category 4
462222,Male,No,22,No,Nursing,0,Low,6,Category 4
462231,Male,No,27,Yes,Artist,4,Low,6,Category 4
462232,Male,Yes,55,No,Manager,0,High,8,Category 4
462240,Male,Yes,80,No,Lawyer,0,High,2,Category 6
462243,Male,Yes,43,No,Manager,0,Low,4,Category 6
462246,Female,Yes,79,No,Lawyer,1,High,2,Category 6
462256,Female,Yes,58,Yes,Homemaker,0,Average,4,Category 6
462257,Female,Yes,78,Yes,Lawyer,,High,2,Category 6
462260,Male,Yes,76,Yes,Lawyer,1,Low,2,Category 6
462262,Male,No,27,No,Nursing,1,Low,3,
462274,Male,Yes,47,Yes,Artist,1,Average,3,Category 6
462275,Male,Yes,43,Yes,Artist,1,Average,2,Category 6
462278,Male,No,31,Yes,Nursing,1,Low,4,Category 6
462279,Male,No,27,No,Nursing,0,Low,7,Category 6
462280,Male,No,31,Yes,Nursing,0,Low,4,Category 6
462281,Male,Yes,46,Yes,Artist,1,Low,2,Category 6
462284,Male,Yes,48,Yes,Manager,1,Average,4,Category 6
462291,Female,No,37,Yes,Marketing,,Low,3,Category 6
462297,Female,No,31,Yes,Artist,14,Low,2,Category 6
462300,Male,Yes,49,Yes,Artist,1,Average,3,Category 6
462304,Male,Yes,56,Yes,Artist,1,Low,4,Category 4
462306,Male,Yes,83,No,Lawyer,8,High,2,Category 6
462309,Male,No,32,Yes,Nursing,,Low,1,Category 6
462310,Male,Yes,63,Yes,Artist,5,Average,4,Category 6
462336,Male,Yes,50,No,Artist,0,Low,4,Category 6
462339,Male,No,31,Yes,Artist,4,Low,5,Category 6
462342,Female,Yes,71,Yes,Lawyer,8,High,2,Category 6
462346,Male,Yes,74,Yes,Lawyer,9,Low,1,Category 6
462349,Male,Yes,51,Yes,Artist,1,Average,6,Category 6
462356,Male,No,46,Yes,Engineer,0,Low,3,Category 6
462365,Male,Yes,85,Yes,Lawyer,1,High,2,Category 6
462368,Female,Yes,31,Yes,Artist,1,Average,2,Category 6
462370,Male,Yes,39,Yes,Manager,4,High,3,Category 6
462382,Male,Yes,71,Yes,Lawyer,0,High,2,Category 6
462384,Female,No,31,Yes,Nursing,,Low,1,Category 7
462386,Female,No,32,Yes,Nursing,0,Low,5,Category 6
462389,Female,Yes,55,No,Engineer,0,Low,1,Category 6
462395,Male,Yes,46,Yes,Artist,0,High,2,Category 6
462397,Male,Yes,50,Yes,Artist,0,Average,4,Category 6
462400,Male,No,45,Yes,Artist,1,Low,1,Category 6
462401,Male,Yes,33,No,Manager,1,Average,2,Category 4
462409,Female,Yes,29,No,Engineer,5,Low,2,Category 6
462411,Male,No,35,Yes,Artist,8,Low,1,Category 6
462420,Male,No,26,Yes,Nursing,0,Low,3,Category 6
462421,Male,No,48,Yes,Artist,1,Low,2,Category 6
462423,Male,Yes,66,No,Lawyer,0,High,3,Category 6
462424,Female,Yes,38,No,Artist,0,Low,3,Category 6
462429,Male,Yes,87,No,Lawyer,1,Low,1,Category 6
462445,Male,No,20,No,Nursing,1,Low,3,Category 6
462446,Male,No,19,No,Nursing,0,Low,4,Category 6
462447,Male,No,22,No,Nursing,9,Low,4,Category 6
462450,Male,No,18,No,Nursing,0,Low,,Category 6
462451,Male,No,18,No,Marketing,1,Low,9,Category 6
462452,Male,No,19,No,Nursing,0,Low,,Category 4
462454,Male,No,19,No,Nursing,1,Low,3,Category 2
462456,Male,No,22,No,Nursing,0,Low,8,Category 6
462457,Male,No,31,No,Nursing,4,Low,4,Category 6
462463,Male,Yes,63,No,Artist,0,Average,2,Category 6
462472,Male,No,43,Yes,Artist,1,Low,1,Category 6
462473,Male,No,73,No,Engineer,0,Low,,Category 4
462485,Female,Yes,39,No,Engineer,0,Low,2,Category 6
462488,Male,No,31,Yes,Nursing,1,Low,5,Category 6
462491,Male,No,31,Yes,Artist,0,Low,5,Category 6
462492,Male,Yes,43,No,Artist,0,Average,4,Category 2
462496,Male,Yes,52,No,Artist,0,Average,3,Category 6
462503,Male,Yes,51,Yes,Manager,1,High,4,Category 6
462508,Male,Yes,35,Yes,Nursing,1,Low,7,Category 4
462517,Female,Yes,39,Yes,Homemaker,9,High,4,Category 6
462518,Female,No,25,No,Nursing,1,Low,6,Category 5
462519,Male,No,20,No,Nursing,0,Low,5,Category 4
462521,Female,No,33,No,Homemaker,9,Low,1,Category 6
462522,Male,Yes,36,No,Manager,0,Average,5,Category 4
462525,Female,Yes,42,Yes,Artist,1,Average,2,Category 6
462526,Female,Yes,52,Yes,Artist,2,Average,5,Category 6
462529,Female,Yes,42,Yes,Engineer,1,Low,2,Category 6
462531,Female,Yes,57,No,Homemaker,,High,2,Category 6
462538,Female,Yes,73,Yes,Lawyer,1,High,2,Category 6
462541,Male,Yes,66,Yes,Engineer,3,High,2,Category 6
462542,Female,Yes,62,Yes,Artist,9,Average,5,Category 2
462543,Female,Yes,36,Yes,Artist,4,Low,1,Category 3
462545,Male,No,33,No,Engineer,0,Low,3,Category 4
462554,Male,No,28,No,Nursing,0,Low,8,Category 4
462561,Female,Yes,48,Yes,Artist,3,Average,2,Category 6
462563,Female,Yes,53,Yes,Artist,1,Average,2,Category 6
462577,Female,Yes,71,No,Marketing,0,High,2,Category 4
462578,Male,Yes,35,Yes,Artist,9,Average,2,Category 4
462580,Female,No,41,Yes,Artist,0,Low,1,Category 4
462587,Female,Yes,79,No,Lawyer,1,High,2,Category 4
462589,Female,No,29,No,Engineer,9,Low,8,Category 4
462595,Female,No,33,Yes,Artist,7,Low,7,Category 4
462596,Female,No,31,No,Nursing,0,Low,,Category 4
462600,Male,Yes,25,No,Engineer,4,Average,3,Category 4
462607,Female,,43,No,Engineer,2,Average,3,Category 4
462611,Male,Yes,41,No,Manager,0,High,7,Category 4
462613,Female,Yes,39,No,Engineer,1,Average,5,Category 4
462617,Male,No,19,No,Nursing,1,Low,5,Category 4
462625,Male,No,30,Yes,Artist,1,Low,3,Category 4
462626,Female,No,31,Yes,Engineer,0,Low,6,Category 4
462632,Female,Yes,43,No,Engineer,,Average,4,Category 4
462637,Female,Yes,63,No,Marketing,,Average,6,Category 4
462643,Female,Yes,37,Yes,Engineer,,Average,3,Category 4
462654,Male,Yes,37,No,Artist,0,Average,6,Category 4
462658,Female,Yes,31,Yes,Homemaker,9,Average,2,
462668,Female,No,38,Yes,Artist,4,Low,1,Category 6
462678,Female,Yes,45,Yes,Artist,3,Average,3,Category 6
462683,Female,Yes,43,No,Engineer,1,Low,5,Category 1
462685,Female,No,33,No,Nursing,,Low,3,Category 4
462687,Male,No,26,No,Homemaker,14,Low,3,Category 3
462692,Female,Yes,39,No,Artist,,Average,2,Category 6
462696,Male,Yes,49,No,Artist,1,High,2,Category 6
462704,Male,Yes,52,Yes,Manager,5,High,5,Category 6
462705,Female,Yes,66,No,Lawyer,0,Average,2,Category 6
462720,Male,Yes,38,Yes,Marketing,,Low,5,Category 6
462722,Female,No,25,No,Homemaker,,Low,4,Category 6
462723,Female,Yes,53,No,Artist,8,Average,2,Category 6
462727,Female,Yes,87,No,Lawyer,0,High,2,Category 6
462729,Male,No,28,No,Nursing,1,Low,2,Category 6
462731,Female,Yes,37,Yes,Artist,7,High,3,Category 6
462732,Female,Yes,42,Yes,Artist,,Low,1,Category 6
462735,Female,Yes,25,No,Artist,1,Average,2,Category 1
462736,Female,Yes,33,No,Engineer,6,Low,3,Category 6
462738,Female,No,33,Yes,Nursing,,Low,3,Category 2
462739,Male,Yes,46,Yes,Artist,1,Low,2,Category 6
462743,Male,No,33,No,Nursing,2,Low,4,Category 3
462752,Female,No,25,No,Nursing,,Low,1,Category 6
462755,Female,No,18,No,Nursing,1,Low,,Category 6
462756,Female,No,22,No,Engineer,0,Low,4,Category 6
462761,Male,No,19,No,Nursing,2,Low,4,Category 6
462762,Male,Yes,46,Yes,Artist,0,High,4,Category 6
462767,Male,No,19,No,Nursing,4,Low,4,Category 6
462768,Male,Yes,45,Yes,Artist,0,Average,3,Category 6
462776,Female,Yes,52,Yes,Engineer,1,Average,3,Category 6
462785,Female,Yes,42,Yes,Engineer,,Average,5,Category 3
462792,Male,Yes,45,No,Homemaker,,Average,4,Category 6
462799,Male,No,32,No,Nursing,,Low,,Category 5
462804,Male,Yes,41,No,Manager,5,High,3,Category 4
462807,Female,No,28,Yes,Homemaker,,Low,1,Category 6
462810,Male,Yes,37,No,Manager,9,High,4,Category 6
462814,Female,Yes,20,No,Engineer,8,Average,2,Category 5
462817,Female,Yes,73,Yes,Lawyer,3,Low,1,Category 6
462819,Male,Yes,51,Yes,Artist,0,Average,3,Category 6
462823,Male,Yes,18,Yes,Engineer,,Average,4,Category 6
462824,Male,Yes,42,No,Engineer,1,Average,3,Category 4
462826,Male,No,20,No,Nursing,1,Low,3,Category 3
462834,Male,Yes,31,Yes,Homemaker,2,Low,2,Category 1
462838,Female,Yes,33,Yes,Homemaker,1,Low,3,Category 5
462841,Male,No,21,No,Nursing,9,Low,6,Category 6
462849,Male,Yes,47,Yes,Artist,0,Average,4,Category 6
462850,Male,No,20,No,Nursing,0,Low,4,Category 6
462853,Male,No,21,No,Nursing,0,Low,2,Category 6
462854,Male,No,22,No,Nursing,1,Low,3,Category 6
462858,Female,No,32,Yes,Engineer,9,Low,4,Category 6
462861,Female,No,30,Yes,Nursing,8,Low,1,Category 6
462872,Female,Yes,53,No,Engineer,12,Low,2,Category 3
462887,Female,Yes,42,No,Engineer,0,Low,3,Category 6
462890,Female,No,26,Yes,Marketing,11,Low,1,Category 6
462891,Male,No,29,No,Nursing,0,Low,3,Category 6
462894,Male,Yes,39,Yes,Artist,4,Average,4,Category 3
462900,Male,Yes,38,Yes,Artist,1,Average,3,Category 6
462905,Female,No,25,No,Artist,6,Low,3,Category 6
462914,Female,No,26,Yes,Artist,4,Low,4,Category 6
